0.023699995,0.201740642,0.122549439,0.14685226,0.067160216,0.140428668,0.197210631,0.238774635,0.687742542,0.314084028,-0.42973998,1.014305409,0.037734896,0.903292159,0.058576323,0.201740642,0.122919242,0.648985609,0,0.037707946,0,0.895008781,0.928922587,0.14685226,0,0.067160216,1,0.015097899,0,0.098754669
0.823261879,-0.008066818,5.46E-19,-0.006554076,0.001952332,0,-0.009324442,0.26417971,0.712721505,0.467171288,0,0.204163067,-5.37E-05,0.99921499,6.82E-17,-0.008066818,1.16E-18,0.648985609,0,-5.36E-05,0,1.000197853,0.928922587,-0.006554076,0,0.001952332,1,1.35E-36,0,-0.003019366
0.637584103,0.044265385,3.50E-17,0.027035562,0.065988817,0,0.040243489,0.238227718,0.685734567,0.263054941,0,9.07E-17,0.00108428,0.996206062,2.73E-16,0.044265385,1.24E-17,0.648985609,0,0.001083505,0,0.995307102,0.928922587,0.027035562,0,0.065988817,1,1.54E-34,0,0.015684409
0.65427424,0.247531319,6.99E-17,0.157502633,0.314715897,0,0.23277259,0.21935152,0.687454866,0.386375234,0,0.204163067,0.025851659,0.935942103,6.82E-17,0.247531319,0,0.648985609,0,0.025833195,0,0.931717412,0.928922587,0.157502633,0,0.314715897,1,0,0,0.307652367
0.717905388,0.293474533,0.514684256,0.489244199,0.016790054,0.574916483,0.36156704,0.226837352,0.683395742,0.292821908,0.547356136,0.239900915,0.229495631,0.637972492,0.594870423,0.293546558,0.511815432,0.39984139,0.906261445,0.228310467,0.937716948,0.621536591,0.705172902,0.489244199,0.73277255,0.016790054,0.125629649,0.261760149,0.821309695,0.037416843
0.443561258,0.271782828,1.40E-16,0.173068563,0.344391341,0,0.255743095,0.539128936,0.253802008,0.394880082,0.716771483,9.07E-17,0.030967558,0.926794836,6.82E-17,0.271782828,9.92E-17,0.648985609,0,0.030945442,0,0.922333855,0.928922587,0.173068563,0,0.344391341,1,9.83E-33,0,0.444268918
0.208334637,1.019112212,2.80E-16,0.652744982,1.258863587,0,0.963597339,0.539128936,0.253802008,0.394880082,0,0.204163067,0.414446778,0.565737918,6.82E-17,1.019112212,0,0.648985609,0,0.414150781,0,0.560488392,0.928922587,0.652744982,0,1.258863587,1,0,0,0.287241233
0.564564753,0.271509315,0.614011189,0.71072741,0.012091862,0.838742559,0.377715996,0.23083756,0.68849172,0.309831604,0.936182266,0.772925876,0.249835836,0.662127963,1.061173693,0.271212351,0.614405539,1.348639453,0.480851621,0.249330282,0.267538058,0.647418016,0.705172902,0.71072741,0.669472674,0.012091862,0.925956351,0.377213321,0.23121825,0.191328625
0.684003547,0.673687763,0.593951927,0.61649275,0.482616437,0.436969618,0.691901732,0.539128936,0.253802008,0.258802517,0.358385741,0,0.431105076,0.478926174,0.190670362,0.673687763,0.595744224,0.648985609,0,0.430797181,0,0.467050794,0.928922587,0.61649275,0,0.482616437,1,0.354647137,0,0.231108812
0.484243467,0.103479879,0.131153621,0.106503731,0.061331791,0.096496893,0.112195509,0.539128936,0.253802008,1.032743664,0.367235447,0.00012449,0.013325974,0.961917207,0.226195728,0.103221599,0.131541735,0.648985609,0,0.01332465,0,0.956674401,0.928922587,0.106503731,0,0.061331791,1,0.017290355,0,0.030854713
0.113931049,0.209695319,0.406297463,0.279708837,0.058960422,0.302010107,0.268838747,0.539128936,0.253802008,0.25029767,0.461842794,0.017013589,0.059699127,0.891635139,0.316778117,0.209695319,0.407523498,0.648985609,0,0.05965649,0,0.885891144,0.928922587,0.279708837,0,0.058960422,1,0.165951846,0,0.263932582
